2026-07-24 17:34:18,437 | INFO | Dataset validation successful.
2026-07-25 10:43:41,129 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,129 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,129 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,129 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,129 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,130 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,130 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,130 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,130 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,130 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,131 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,132 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,132 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,132 | INFO | Text tokenized successfully.
2026-07-25 10:43:41,132 | INFO | DataFrame tokenization completed.
2026-07-25 10:43:41,161 | INFO | Keyword extraction completed.
2026-07-25 10:43:41,181 | INFO | News classification model trained successfully.
2026-07-25 10:43:41,194 | INFO | News classification completed.
2026-07-25 10:43:41,214 | INFO | Sentiment analysis completed.
2026-07-25 10:43:54,361 | INFO | Category chart generated.
2026-07-25 10:43:54,447 | INFO | Sentiment chart generated.
2026-07-25 10:44:06,410 | INFO | Category chart generated.
2026-07-25 10:44:06,487 | INFO | Sentiment chart generated.
2026-07-25 10:44:07,008 | INFO | Word cloud generated.
